curriculum_rank,episode_id,stage,stage_position,cluster,difficulty,difficulty_z,coreset_rank,is_cluster_medoid,duration,path_length,net_displacement,tortuosity,log_tortuosity,mean_speed,max_speed,rms_acceleration,rms_jerk,normalized_jerk,log_normalized_jerk,reversal_rate,workspace_span,source,task_name,embodiment,arm_used,missing_frame_ratio
199,mecka__flagship__6919b04323e5ac6d83812186,10,13,3,0.6544117647058824,0.4953108115468209,93,False,3814.0,70.245784441757,0.6808847754971953,103.16838761809906,4.646008701505625,0.5526812308556805,15.764405638265846,27.70339975037166,1430.5639689565107,41830634.07887693,17.549139525681255,0.08892969569779643,1.3961334610503509,mecka,unknown,human_bimanual,right,0.0109
200,aria__2025-09-24-04-47-05-000000,10,14,3,0.6580882352941176,0.4981032482365596,70,False,1381.0,38.227961911739214,0.37066683626636804,103.13294358027728,4.645668386463374,0.8310426502552002,17.60225167979277,74.01305254643668,3871.450254794629,9868191.749927275,16.10482728926665,0.32414793328498914,1.025529776444783,aria,fold_clothes,human_bimanual,right,0.0
201,aria__2025-09-23-19-25-08-000000,10,15,3,0.6691176470588235,0.5327041247257903,112,False,2585.0,36.449069459534115,0.44683261750991965,81.57208769282593,4.413671702024273,0.42317031106270264,16.611886357911214,30.617890332660668,1646.8379361649743,28888842.477587618,17.178966039712687,0.2953929539295393,1.0067880519863301,aria,fold_clothes,human_bimanual,right,0.0
202,aria__2025-09-24-04-10-46-000000,10,16,3,0.6727941176470589,0.5427205672688693,71,False,2056.0,46.1238563561958,0.5222217423399477,88.3223592903775,4.492251840532403,0.6733409687035884,17.123267799214897,52.004912927288345,2713.412739081692,18922509.633552838,16.755862810118153,0.3091528724440117,0.9565662074523631,aria,fold_clothes,human_bimanual,right,0.0
203,aria__2025-09-23-22-15-03-000000,10,17,3,0.6764705882352942,0.5479507541267955,68,False,2312.0,45.00243052078051,0.5624365678797209,80.01334388770476,4.394613880458781,0.5841942516760775,15.73958953005152,43.832219674153386,2363.218619320438,24020702.601908226,16.994426666522994,0.2995670995670996,1.0926178909890436,aria,fold_clothes,human_bimanual,right,0.0
204,aria__2025-09-20-19-57-29-000000,10,18,3,0.6801470588235294,0.5481289980320976,141,False,2101.0,51.39799486610576,0.5828006495832445,88.19138225542474,4.490784423432504,0.7342570695157966,14.989230529853806,53.55145802824754,2937.620879482136,19617952.490212563,16.791955699332487,0.2901381610290615,1.0548015944338192,aria,fold_clothes,human_bimanual,right,0.0
205,aria__2025-09-24-03-19-17-000000,10,19,3,0.6875,0.5574700533107899,135,False,1890.0,42.59492591045563,0.38094818279540904,111.81291271136352,4.725730806903786,0.6764678545863784,14.863201211039621,47.388986068927075,2503.610845937136,14685395.711702283,16.502364137006676,0.3013771186440678,0.9288542211312558,aria,fold_clothes,human_bimanual,right,0.0
206,aria__2025-09-24-05-29-17-000000,10,20,3,0.6911764705882353,0.5615431374753476,128,False,1943.0,47.96218330566789,0.3999921089744929,119.90782375340908,4.795028468127549,0.7409194125489377,16.465346215897107,54.58153256727148,2892.273474231055,16370408.333017318,16.610985954106006,0.26378155589902114,1.0237053651683856,aria,fold_clothes,human_bimanual,right,0.0
207,aria__2025-09-24-04-02-36-000000,10,21,3,0.6948529411764706,0.5712109972178834,58,False,2392.0,48.78853327988365,0.602829243137174,80.93259216487911,4.405896862428757,0.6121522368868714,20.05404760080997,58.7091635288918,3078.638876591821,31965995.654950242,17.28018329126674,0.27322175732217574,1.1807093440924323,aria,fold_clothes,human_bimanual,right,0.0
208,aria__2025-09-22-21-04-21-000000,10,22,3,0.7022058823529411,0.5784254433473857,158,False,3020.0,52.353054211391125,0.8185232240156664,63.96037726889115,4.173777503547321,0.5202357159131281,21.91968647946601,58.942498938559055,3114.139127507956,60650898.1642915,17.920645018706786,0.2538104705102717,1.2429918282865187,aria,fold_clothes,human_bimanual,right,0.0
