curriculum_rank,episode_id,stage,stage_position,cluster,difficulty,difficulty_z,coreset_rank,is_cluster_medoid,duration,path_length,net_displacement,tortuosity,log_tortuosity,mean_speed,max_speed,rms_acceleration,rms_jerk,normalized_jerk,log_normalized_jerk,reversal_rate,workspace_span,source,task_name,embodiment,arm_used,missing_frame_ratio
49,yam__fold_clothes__2026-07-08-22-22-13-384000,1,49,0,0.22426470588235295,-0.8291330958313451,220,False,864.0,4.39682380414002,0.03835955190504416,114.6213546765089,4.750320668213514,0.1528443964359219,0.7556323937617003,1.239123301667707,49.43013580173926,268086.4779461298,12.499068616479512,0.020214030915576695,0.7474219310038289,yam,yam_fold_tshirt,yam_bimanual,left,0.0
50,yam__pack_items__2026-07-06-18-26-21-495000,1,50,0,0.22794117647058823,-0.8162068480223528,223,False,1260.0,4.509702583380862,0.06153023686732513,73.29246258396388,4.308009500870669,0.10745915607738353,0.5336378665539049,0.8272078717755371,37.129321400238766,609255.3456330518,13.319994386916267,0.049099836333878884,0.726052706567535,yam,yam_pack_items,yam_bimanual,right,0.0
51,yam__pack_items__2026-07-06-18-23-08-590000,1,51,0,0.23161764705882354,-0.8151451224869782,204,False,1109.0,4.212590833625857,0.050953045976578515,82.67593728473564,4.42695144852537,0.11405931859997807,0.5040838872062074,0.8964556181365899,37.8696192701367,453507.34486886195,13.024768949401906,0.055924170616113746,0.6601481806101643,yam,yam_pack_items,yam_bimanual,right,0.0
52,yam__fold_clothes__2026-07-09-22-27-58-327000,1,52,0,0.23529411764705882,-0.8051815500754572,232,False,981.0,4.849331185551292,0.04034002919846069,120.21139503132373,4.797536087626022,0.1484489138434069,0.668681002561111,1.217845379487496,45.152838715129164,325073.3714886024,12.691809270482606,0.013485477178423237,0.671944157616963,yam,yam_fold_tshirt,yam_bimanual,left,0.0
53,yam__pack_items__2026-07-06-18-04-12-468000,1,53,0,0.23897058823529413,-0.8051181055023389,221,False,1007.0,4.711769730273922,0.04889323690693984,96.36853741637096,4.578503133992269,0.14051003171791018,0.6586158423566628,1.1870124151299655,49.39935413536295,395925.9629436362,12.888985036215,0.04020618556701031,0.6833259262743169,yam,yam_pack_items,yam_bimanual,right,0.0
54,yam__fold_clothes__2026-07-08-22-15-38-200000,1,54,0,0.2426470588235294,-0.8050195182000784,243,False,1253.0,5.1563871891375985,0.06789701897792866,75.94423535463007,4.3430809433088315,0.12355560357358462,0.6822996442212614,1.0219970301580652,39.897638695971025,563080.6356767653,13.24117989781224,0.04100418410041841,0.8501097790858619,yam,yam_fold_tshirt,yam_bimanual,left,0.0
55,yam__pack_items__2026-07-06-18-22-04-333000,1,55,0,0.24632352941176472,-0.7945978659812509,219,False,1197.0,4.436647419883272,0.05174526763581233,85.74015794272783,4.462916959280912,0.11128714263921254,0.7009828373420093,0.9290769417378407,37.371935427697906,534397.5375824714,13.188897164641082,0.05258545135845749,0.5843895148197393,yam,yam_pack_items,yam_bimanual,right,0.0
56,yam__pack_items__2026-07-06-18-41-46-823000,1,56,0,0.25,-0.7926505384638718,198,False,1016.0,4.538417548059238,0.051561962280140206,88.0187127751589,4.488846603532128,0.1341404201396819,0.6695424548371172,1.0109823979266184,43.149343106489376,368760.98565999203,12.817906689592665,0.07048008171603677,0.6494704085938905,yam,yam_pack_items,yam_bimanual,right,0.0
57,yam__fold_clothes__2026-07-08-22-17-39-357000,1,57,0,0.2536764705882353,-0.7830562960575186,269,False,1133.0,5.425593617989137,0.05787419736037186,93.74805812346693,4.551221349013381,0.1437878167311609,0.6237014977471579,1.0970193590417747,41.88979960603601,415347.16781776346,12.936872406080802,0.035422343324250684,0.8352472538762364,yam,yam_fold_tshirt,yam_bimanual,left,0.0
58,yam__pack_items__2026-07-06-17-17-16-458000,1,58,0,0.25735294117647056,-0.7685396198101045,228,False,957.0,4.875831425617379,0.047758989757669436,102.09243223856903,4.635625986181115,0.15300726231016876,0.7916584521079769,1.1913089551356482,50.79349009996732,337636.69494404213,12.729728691110846,0.05555555555555555,0.7074213653554915,yam,yam_pack_items,yam_bimanual,right,0.0
59,yam__pack_items__2026-07-06-18-25-08-275000,1,59,0,0.2610294117647059,-0.7658264000010108,231,False,1124.0,4.250488765137767,0.04434956604104522,95.84059427332319,4.573066268702445,0.11354823059139184,0.6108745937923626,0.9222860764736591,38.396198337609604,474464.99212810624,13.069945223500739,0.04902867715078631,0.6526563578825233,yam,yam_pack_items,yam_bimanual,right,0.0
60,mecka__flagship__6919bb1f23e5ac6d83812215,1,60,0,0.2647058823529412,-0.7535855840606591,6,False,1460.0,12.186685238988636,1.2161714625475624,10.020532148863866,2.399760091929461,0.25058297270024615,23.545506437101967,26.581849919447485,1373.2556497073272,12975196.732017651,16.37855022636197,0.08916323731138547,2.172806781324731,mecka,unknown,human_bimanual,right,0.1742
61,yam__pack_items__2026-07-06-17-24-19-935000,1,61,0,0.27205882352941174,-0.7274176977522203,159,False,1065.0,4.262336835301393,0.041059264044590975,103.80938223033982,4.652143292978471,0.12017867016827234,0.5584524941218434,0.8999704235923023,40.050597378492185,419791.6004554854,12.94751605985669,0.05973025048169557,0.6706064797054423,yam,yam_pack_items,yam_bimanual,right,0.0
62,yam__fold_clothes__2026-07-09-22-29-14-039000,1,62,0,0.2757352941176471,-0.7261313178889706,202,False,1048.0,4.993964546861765,0.03780120226018261,132.11126229501147,4.891185337110737,0.14309354002469243,0.7290825511064272,1.2132248290874512,42.118322240681074,359023.76403378346,12.791146645686862,0.024084778420038536,0.6805177270866999,yam,yam_fold_tshirt,yam_bimanual,left,0.0
63,yam__pack_items__2026-07-06-18-35-47-656000,1,63,0,0.27941176470588236,-0.7250642501268404,218,False,1024.0,4.31067770606935,0.03703069436211309,116.4082332325828,4.765657034684447,0.1264128359551129,0.6561671899465837,0.9274284366447296,40.485825214198584,372955.00603257975,12.82921574537639,0.05194805194805195,0.6265327911658987,yam,yam_pack_items,yam_bimanual,right,0.0
64,yam__pack_items__2026-07-06-18-24-09-814000,1,64,0,0.28308823529411764,-0.7137683616932409,211,False,1121.0,4.22165710222374,0.03954985835913655,106.742660463877,4.679745610319305,0.1130801009524216,0.7529701863874227,0.9597351125273663,38.36321813367824,473481.7507954473,13.067870761790429,0.05468025949953661,0.6409767183917958,yam,yam_pack_items,yam_bimanual,right,0.0
65,yam__fold_clothes__2026-07-08-22-07-10-737000,1,65,0,0.2867647058823529,-0.7021944645364414,210,False,1081.0,5.521660124052644,0.041493157989849976,133.0739907867063,4.89839181761117,0.15337944789035127,0.6365764166408654,1.1289164998761463,44.364014095936895,375379.9004970097,12.835696524101843,0.013023255813953489,0.8675616667372928,yam,yam_fold_tshirt,yam_bimanual,left,0.0
66,yam__fold_clothes__2026-07-08-22-19-39-029000,1,66,0,0.29044117647058826,-0.6969295203914047,266,False,1199.0,5.106695613211649,0.0441237706735515,115.73570289342213,4.759912429893288,0.12788052453785428,0.572990968868055,1.0167076239280453,40.79734127930482,509379.74607908924,13.140951043559703,0.025466893039049237,0.8034152657995897,yam,yam_fold_tshirt,yam_bimanual,left,0.0
67,yam__pack_items__2026-07-06-18-37-54-664000,1,67,0,0.29411764705882354,-0.6812510630236815,230,False,989.0,4.594112617814439,0.03279037328590397,140.10552968573157,4.949508047925959,0.13949734669477037,0.631940361628385,1.1131155329803608,47.75729208369122,371880.56220438983,12.826330701390242,0.04020618556701031,0.6061763443339918,yam,yam_pack_items,yam_bimanual,right,0.0
68,yam__pack_items__2026-07-06-21-15-50-319000,1,68,0,0.2977941176470588,-0.6766999307820756,255,False,1007.0,4.3156752082777246,0.03678366881842476,117.32584994664872,4.773442258920104,0.12869806784128401,0.60673922591615,1.0147891384161178,44.982500009593934,393614.9675609601,12.88313101132762,0.06438213914849429,0.6888719711461038,yam,yam_pack_items,yam_bimanual,right,0.0
69,yam__fold_clothes__2026-07-08-22-11-03-310000,1,69,0,0.3014705882352941,-0.6717951704585741,251,False,1048.0,5.411633302865599,0.03552230378031061,152.34466031071926,5.032688069678307,0.15506112615660744,0.6849625043549893,1.112841343341376,41.69325056759458,327970.65159613814,12.700682455570606,0.013474494706448507,0.8487451378373511,yam,yam_fold_tshirt,yam_bimanual,left,0.0
70,yam__pack_items__2026-07-06-18-21-00-343000,1,70,0,0.30514705882352944,-0.6684934010426195,262,False,889.0,4.126510491483196,0.023979926375681717,172.0818665927153,5.153764699864716,0.13940913822578366,0.6788989964921549,1.0565631187504008,44.05560217029822,277348.414375965,12.533033413982919,0.029137529137529136,0.6167346103514597,yam,yam_pack_items,yam_bimanual,right,0.0
71,yam__pick_hat__2026-07-02-23-09-13-663000,1,71,0,0.3088235294117647,-0.6584177466914038,257,False,379.0,1.7759558940085367,0.006794737750860531,261.3722499861923,5.569764296851727,0.140948880476868,0.685927227485969,1.237787824044175,48.483958687578216,54826.94910976727,10.911955363171211,0.07624633431085044,0.6191913408476832,yam,yam_pick_hat,yam_bimanual,left,0.0
72,yam__fold_clothes__2026-07-08-22-08-06-293000,1,72,0,0.3125,-0.6497858159671765,265,False,1073.0,5.335163595537843,0.03849993790801315,138.57590129846452,4.93860854862472,0.14930495136766353,0.8234595841980621,1.1182259514720547,43.891512194109055,375889.5329064144,12.837053244096555,0.023607176581680833,0.9450272583107047,yam,yam_fold_tshirt,yam_bimanual,left,0.0
73,yam__pick_hat__2026-07-02-23-05-40-137000,1,73,0,0.3161764705882353,-0.649371029271115,49,False,388.0,1.6520917419495424,0.006096958597925921,270.9698147715084,5.605691085033056,0.12806912728291026,0.6666893992476448,1.498550500379011,74.84982396442945,97634.32711504567,11.488994665056097,0.04093567251461988,0.5639572420742419,yam,yam_pick_hat,yam_bimanual,left,0.0
74,yam__pack_items__2026-07-06-18-32-18-020000,1,74,0,0.31985294117647056,-0.6398554423443251,249,False,1051.0,4.67708558902842,0.03502437502081087,133.53801705953003,4.901846813820271,0.13363101682938341,0.6272471191512144,1.1317063558385203,50.66180854870124,465081.4728998362,13.049970029917795,0.04470359572400389,0.6945586055207628,yam,yam_pack_items,yam_bimanual,right,0.0
75,yam__pack_items__2026-07-06-21-14-01-670000,1,75,0,0.3235294117647059,-0.6392004790831749,215,False,903.0,4.318046944997574,0.028676420224592575,150.57831176900058,5.021102400764138,0.1436157520509171,0.6823473538676585,1.1065503476925362,47.78104266225704,301262.5371636706,12.615740699420272,0.05471478463329453,0.6940737087814813,yam,yam_pack_items,yam_bimanual,right,0.0
76,scale__2026-04-30-09-44-25-441677,1,76,0,0.33088235294117646,-0.6225288711629278,64,False,1614.0,28.17808048347592,0.7621227232593092,36.97315356635606,3.636879424952294,0.5240808521415236,3.4795962480140403,10.673440142719286,426.5359272756658,2354979.031659425,14.672042806271197,0.017990074441687345,1.9439398649615867,scale,freeform_hang_shirt_on_hanger_and_place_on_rack,human_bimanual,right,0.0
77,yam__pack_items__2026-07-06-17-19-16-960000,1,77,0,0.3382352941176471,-0.6068936394584755,196,False,1133.0,5.614814133917196,0.042372335545708434,132.51132045483573,4.894186271659707,0.14880249471512005,0.7314721256756906,1.0949853086321322,45.961639702281715,440362.53356820863,12.99535587742367,0.0482695810564663,0.8486118155077962,yam,yam_pack_items,yam_bimanual,right,0.0
78,yam__pack_items__2026-07-06-18-07-17-597000,1,78,0,0.34191176470588236,-0.5936827745190248,237,False,1148.0,4.837729618414272,0.03304680118520036,146.39025397050517,4.993083857966154,0.12653172498032098,0.5976196315112431,0.9825550608640247,43.32385856967541,501163.2729698971,13.124689216482247,0.0423042304230423,0.6932265364524346,yam,yam_pack_items,yam_bimanual,right,0.0
79,yam__pack_items__2026-07-06-16-59-15-192000,1,79,0,0.34558823529411764,-0.5423354226696385,48,False,1100.0,4.0979266834387325,0.02620658473748317,156.3701155449487,5.0586004548372525,0.11186333075810917,0.7281020151138796,1.0648624062499155,45.66662604961647,548600.2542901493,13.215127143830363,0.05257936507936508,0.6686388113110951,yam,yam_pack_items,yam_bimanual,right,0.0
80,yam__pack_items__2026-07-06-17-14-12-007000,1,80,0,0.3492647058823529,-0.5343565164858086,259,False,1115.0,4.071666739745945,0.026262801785630722,155.03550508360814,5.050083578043135,0.10964991220141682,0.7026107876333056,0.8748611285618652,34.50843032892941,434539.0181242861,12.982043320998363,0.07293666026871401,0.6680482542026214,yam,yam_pack_items,yam_bimanual,right,0.0
81,yam__pick_hat__2026-07-02-23-04-15-262000,1,81,0,0.35294117647058826,-0.5299960964723155,186,False,323.0,0.9697793291950145,0.0036478193128719654,265.851799669183,5.586693446880064,0.0903521114156846,0.7045159497132689,1.591981988935394,77.11738541528281,98786.34215922744,11.500724759731137,0.11743772241992882,0.3856623981602606,yam,yam_pick_hat,yam_bimanual,left,0.0
82,yam__pick_hat__2026-07-02-23-06-13-771000,1,82,0,0.35661764705882354,-0.5056281999808364,208,False,418.0,1.6590149840454433,0.004068756235661672,407.74499329907627,6.013091473326846,0.11935359597449234,0.5558562460914166,0.9628025623661133,37.806695570816146,61421.356030175935,11.025529152591186,0.059850374064837904,0.5855015517749564,yam,yam_pick_hat,yam_bimanual,left,0.0
83,yam__pack_items__2026-07-06-18-40-37-918000,1,83,0,0.3602941176470588,-0.5048407130978527,226,False,1013.0,4.204575162993244,0.020766116400531737,202.47286887429667,5.315532673509389,0.12464155621521472,0.7294533476352291,1.0340764377132645,45.47542431129337,415791.0871019767,12.93794062368619,0.04591836734693878,0.6209622924815832,yam,yam_pack_items,yam_bimanual,right,0.0
84,yam__pick_hat__2026-07-02-23-08-44-089000,1,84,0,0.36764705882352944,-0.4658526431124183,256,False,449.0,1.8348307274017692,0.0033304639910125416,550.9234546156845,6.313409367487152,0.12286812906708275,0.5663707642536991,0.91041223138973,36.80095210628572,67016.6273554718,11.112710958627508,0.014778325123152709,0.5973453120638061,yam,yam_pick_hat,yam_bimanual,left,0.0
85,scale__2026-04-30-09-46-55-687500,1,85,0,0.3713235294117647,-0.4561310851504472,57,False,823.0,30.77419395834498,0.44146565317981284,69.70914664976299,4.258574937232805,1.1231457649031014,3.679805467217948,16.429440110656376,605.9342196785975,405771.5024657934,12.913547942781237,0.008526187576126675,3.0462256470860094,scale,freeform_sort_laundry_by_type_and_color,human_bimanual,left,0.0
86,yam__fold_clothes__2026-07-08-22-05-50-932000,1,86,0,0.375,-0.45599624715825154,229,False,1151.0,5.587194480878898,0.024949429278804894,223.9407730911643,5.4158371368472,0.1457528995011886,0.8200007997870071,1.12563956800879,40.052703030485006,404327.7330430317,12.909983521723523,0.02543859649122807,0.8629734422379377,yam,yam_fold_tshirt,yam_bimanual,left,0.0
87,yam__fold_clothes__2026-07-08-22-16-41-965000,1,87,0,0.3786764705882353,-0.4469454619472689,192,False,1103.0,5.575250385524329,0.022547266803430787,247.26945550118742,5.514514670453409,0.15177632628469137,0.7250723904743813,1.139701354472312,43.40301661648433,386390.9075986681,12.864607438033563,0.019498607242339833,0.8134436682352422,yam,yam_fold_tshirt,yam_bimanual,left,0.0
88,mecka__flagship__6919ab39e2e164a8f6cb5a36,1,88,0,0.38235294117647056,-0.4439823331576777,90,False,2675.0,26.684051242118635,0.8144370782664034,32.76379717254259,3.519389138892868,0.29937230264157033,1.7677109269094766,5.676171963542551,214.50742043012758,5695796.743381858,15.555239222908018,0.052749719416386086,1.8896073783879594,mecka,unknown,human_bimanual,right,0.0085
89,yam__pack_items__2026-07-06-18-34-50-746000,1,89,0,0.3860294117647059,-0.42939544993971196,222,False,1108.0,4.420294045496414,0.02026583995637064,218.1155113734567,5.389599039957934,0.11979116654461823,0.619936427788113,0.9193739599113665,38.90849228064483,442853.4349204882,13.000996405685695,0.0545790934320074,0.6937988712714698,yam,yam_pack_items,yam_bimanual,right,0.0
90,yam__fold_clothes__2026-07-08-22-10-08-126000,1,90,0,0.3897058823529412,-0.41494164939716666,244,False,1267.0,5.602239676483279,0.02490317809943803,224.96083247341434,5.420361676613022,0.13275449470339523,0.8356737244553076,1.116705714709812,42.02745786314533,564446.4506298963,13.24360256812337,0.01990049751243781,0.8604972955927402,yam,yam_fold_tshirt,yam_bimanual,left,0.0
91,yam__fold_clothes__2026-07-08-22-13-40-281000,1,91,0,0.39338235294117646,-0.3889816748646564,264,False,1137.0,5.472898115956575,0.023219851086324354,235.6991048568745,5.466789734750534,0.144530760104487,0.7220464768324308,1.1718225134055928,44.236637695880084,439449.1932526576,12.99327966375298,0.04809437386569873,0.795620916956571,yam,yam_fold_tshirt,yam_bimanual,left,0.0
92,yam__pack_items__2026-07-06-21-14-51-471000,1,92,0,0.39705882352941174,-0.3378572388151138,213,False,914.0,4.20205939781054,0.011969465484973235,351.06491623088016,5.8638155797050695,0.13807424089191261,0.5353575572565721,0.961151709670456,40.70668466126733,273504.4894739944,12.519076971845653,0.048152295632698766,0.651897237220522,yam,yam_pack_items,yam_bimanual,right,0.0
93,scale__2026-04-30-09-47-51-763599,1,93,0,0.40808823529411764,-0.24175397277492905,147,False,1000.0,33.73170082188396,0.39407198475087457,85.5978149352803,4.461274583555842,1.012963988645164,4.048071784529018,15.249005586731483,599.8534843208577,657643.8468873656,13.39642031822016,0.011022044088176353,3.2648999530845977,scale,freeform_sort_laundry_by_type_and_color,human_bimanual,left,0.0
94,yam__pack_items__2026-07-06-17-16-08-162000,1,94,0,0.4227941176470588,-0.19495102365436065,188,False,991.0,4.248966460821427,0.009273018224321925,458.2074959884084,6.12950216888869,0.1287565594188311,0.7936059807110107,1.0258618706370366,42.191332603094025,357387.02723258024,12.786577381517297,0.043704474505723206,0.6805783551677909,yam,yam_pack_items,yam_bimanual,right,0.0
95,yam__pack_items__2026-07-06-17-15-12-100000,1,95,0,0.4264705882352941,-0.17683643235951324,203,False,1090.0,4.102201323037452,0.00939625637096971,436.578267033182,6.081255585873519,0.11300830091012265,0.5910784665673106,0.8844814264877389,37.61303618069312,439176.0761145122,12.99265797317618,0.04609595484477893,0.6801568281914359,yam,yam_pack_items,yam_bimanual,right,0.0
96,mecka__flagship__6919a4dd3fe0708a884fa8ea,1,96,0,0.4375,-0.10178221728508824,67,False,3488.0,27.176572155542367,1.141273775329095,23.81249157127596,3.2113472187506646,0.2338104859954893,1.5791664996012063,5.988983508767713,233.18724820918212,13479970.378990533,16.416715540225894,0.13625932300631097,2.5840532303096087,mecka,unknown,human_bimanual,right,0.0091
97,yam__fold_clothes__2026-07-08-22-09-05-861000,1,97,0,0.4411764705882353,-0.09646941794320338,246,False,1213.0,5.786943647804268,0.012602109556683939,459.2043595379612,6.131670650694077,0.14324117940109574,0.6672986266167404,1.1860127926003312,44.728556149796304,510289.40244597464,13.142735259205148,0.045337895637296836,0.83439999315019,yam,yam_fold_tshirt,yam_bimanual,left,0.0
98,mecka__flagship__6919c30ce7e9255d40a3c6a3,1,98,0,0.44485294117647056,-0.09609548125292233,111,False,2629.0,22.507708557684836,0.30247642291986315,74.4114478094312,4.322959091200539,0.2569373123023383,2.669422804967786,9.54309414812593,411.5386134541482,12298138.196404856,16.324958524052807,0.14845831747240198,0.46017876870100244,mecka,unknown,human_bimanual,right,0.0769
99,mecka__flagship__6919b063e4a786d79354fd85,1,99,0,0.45955882352941174,-0.02811385288092767,104,False,3116.0,43.314969152394134,1.0509286858731883,41.21589764809293,3.7427968716190207,0.41715861141952626,4.890127625986559,12.882529885218638,530.2635872647271,13711128.933057932,16.43371846484979,0.1178548490687219,1.7713510933738592,mecka,unknown,human_bimanual,right,0.0287
100,mecka__flagship__6919c34be4a786d79354fe8c,1,100,0,0.4632352941176471,-0.02765120518294428,23,False,2792.0,23.476260387452584,0.2834135959568044,82.83392442129222,4.428837751597828,0.2523424620650582,2.8648008402840457,9.821231313893046,432.4652531262327,14841278.99750762,16.512923045185236,0.15017921146953406,0.3825519341241871,mecka,unknown,human_bimanual,right,0.1264
101,yam__pack_items__2026-07-06-17-18-18-477000,1,101,0,0.4742647058823529,0.005354351367547962,194,False,1184.0,5.110167542974606,0.007282466464123513,701.7083522662874,6.554941944090639,0.12959004758177364,0.5746134853531314,0.9926333579399862,42.186466201726326,506848.8309229744,13.13597004722654,0.026816608996539794,0.7129173968022041,yam,yam_pack_items,yam_bimanual,right,0.0
102,mecka__flagship__6919c34819dfc7da00b1e40e,1,102,0,0.4963235294117647,0.09164369901134195,8,False,2778.0,23.162059246053417,0.20625329037796447,112.29910176758075,4.730031240090626,0.2502203015418086,2.7431460020836305,7.847088390493193,314.5740121618989,10778144.614768794,16.193031087754402,0.13472622478386168,0.8029235126693371,mecka,unknown,human_bimanual,left,0.0486
103,mecka__flagship__6919c37b184bf01d5885f09a,1,103,0,0.5,0.09616017887248132,82,False,3204.0,31.565764875215933,0.2848941612491546,110.7982162105809,4.716695605411074,0.295651872075079,3.0216921047338956,8.730562762303217,339.5449379086033,13097586.773068905,16.38793863175524,0.1267957526545909,0.5248125961935564,mecka,unknown,human_bimanual,right,0.0285
104,mecka__flagship__6919981ce505b65c9daf6564,1,104,0,0.5183823529411765,0.15993125536989453,54,False,2906.0,50.55465752451141,0.7392725692734022,68.38432754809138,4.239661014172513,0.5220790794269682,7.526852928925614,25.573231589333613,1216.1155274562589,21853069.130735192,16.89985197905115,0.12706611570247933,1.1486149892472695,mecka,unknown,human_bimanual,right,0.0441
105,mecka__flagship__6919a67a305cc0c53d1ce466,1,105,0,0.6286764705882353,0.45826454438930136,89,False,3046.0,41.54872723369131,0.2854859340214356,145.53686287945678,4.987277020555734,0.40934706634178625,8.165794577090333,11.20037106222172,466.3926534186844,11743726.70068231,16.278829843317826,0.07687253613666228,2.3507927710664656,mecka,unknown,human_bimanual,right,0.0139
106,mecka__flagship__6919a72233263918bfb8fd8e,1,106,0,0.6470588235294118,0.4913397675855636,98,False,3521.0,46.97132917046197,0.3054618457130996,153.77150969806908,5.041949898338999,0.40032382815734624,9.747258022103207,12.27858912223474,578.6540148339934,19908353.195191883,16.80665001040327,0.06706450696220517,1.906421784671047,mecka,unknown,human_bimanual,right,0.0214
107,scale__2026-04-30-09-42-45-274476,2,1,9,0.029411764705882353,-1.2505564680985,88,False,835.0,10.36622461277856,0.4939949658481049,20.984474193945527,3.0903364857648037,0.3728857774380777,2.2601597999076275,8.500285243212335,364.83779934699476,757518.5990464773,13.537804689359636,0.022809123649459785,1.109329905567942,scale,freeform_hang_shirt_on_hanger_and_place_on_rack,human_bimanual,right,0.0
108,scale__2026-04-30-09-01-39-214009,2,2,9,0.20404411764705882,-0.8628820678578668,30,True,511.0,3.1871666337380207,0.03555276316641303,89.6461020151863,4.506962935892272,0.18748039021988358,1.8363815674942878,5.792831168244864,274.53385136054317,424435.2786509828,12.958517164281064,0.03536345776031434,0.6723032467606228,scale,freeform_placing_utensils_into_a_drawer,human_left_arm,left,0.0
109,scale__2026-04-30-09-17-09-518391,2,3,9,0.20404411764705882,-0.8628820678578668,273,False,511.0,3.1871666337380207,0.03555276316641303,89.6461020151863,4.506962935892272,0.18748039021988358,1.8363815674942878,5.792831168244864,274.53385136054317,424435.2786509828,12.958517164281064,0.03536345776031434,0.6723032467606228,scale,freeform_placing_utensils_into_a_drawer,human_left_arm,left,0.0
110,mecka__flagship__6919a4ddc5f67a370a3f0878,2,4,9,0.5257352941176471,0.1750208523534966,42,False,2969.0,26.138421057515856,0.25534768217720755,102.36404276180653,4.638257152676953,0.2642023691797425,13.160025260380818,11.256116514455186,545.7064785771457,20226794.552251827,16.822518795818745,0.08223795079204584,1.4672678209260523,mecka,unknown,human_bimanual,right,0.0097
111,mecka__flagship__6919cae26c4a65fef152e853,2,5,9,0.5441176470588235,0.22239263350685043,117,False,3412.0,79.1782160345058,1.8515412127850046,42.76341001095487,3.7787980803737513,0.6963783292392771,10.098378646934831,26.900639640137975,1304.7725867237941,24232677.573236942,17.003212634484523,0.0653958944281525,2.3614779927687017,mecka,unknown,human_bimanual,right,0.0517
112,scale__2026-04-30-09-46-32-799264,3,1,8,0.0,-1.9141049021570276,131,False,473.0,3.2855638012916866,0.5095911279656518,6.44745094838689,2.007871819264294,0.2088282077092174,1.1230615171881246,3.7537899875199217,153.7706183600596,182852.73996382297,12.116441877094482,0.04883227176220807,0.8765247242332,scale,freeform_hang_shirt_on_hanger_and_place_on_rack,human_bimanual,left,0.0
113,mecka__flagship__6919a71058534bb69bfa91fd,3,2,8,0.3639705882352941,-0.49737899426223614,96,False,2377.0,23.48311269893855,0.7318529383240179,32.0872014980443,3.499146545919606,0.2965039482189211,1.1549331712170112,5.753805500331871,216.1781013084233,4576206.179598622,15.336381086278815,0.06736842105263158,1.7787768810836029,mecka,unknown,human_bimanual,right,0.0088
114,mecka__flagship__6919a705c21d5a0ed3440b11,3,3,8,0.4117647058823529,-0.20700637784871892,72,False,3581.0,34.50640031155214,0.8936737511034594,38.611853899642384,3.6791284143669465,0.289159779147085,3.68439705211869,4.883234388903496,201.6291978970535,9933927.19234312,16.111466546149693,0.036881810561609385,2.211339078654602,mecka,unknown,human_bimanual,right,0.0047
115,mecka__flagship__6919d102a950c44cad111481,3,4,8,0.5220588235294118,0.17425528519299482,3,True,3543.0,43.097024099892124,0.49330528783450533,87.3637991781478,4.481462374211427,0.36502279023059386,5.18441752490678,11.294487283684846,458.44099609566575,17514668.12415718,16.678549323436552,0.11635131318836486,1.0209433884081742,mecka,unknown,human_bimanual,right,0.0153
116,mecka__flagship__6919be3494bc79c44285c8c2,4,1,6,0.26838235294117646,-0.742699068236384,36,False,1563.0,24.13958352992089,1.9260068120375284,12.533488136723438,2.6051672165483017,0.4636283648512335,13.107871221106047,31.709088401957093,1662.0496552047287,9727700.737362059,16.090488222496223,0.05124919923126201,2.16009839817451,mecka,unknown,human_bimanual,right,0.0784
117,mecka__flagship__6919ba98a1e6f8651843555e,4,2,6,0.47794117647058826,0.02839931120545152,16,True,3266.0,30.446764691295108,0.7023652852525342,43.348903100112686,3.792087975645053,0.27975587771480953,7.095614828756648,12.79279539108134,593.2384198681297,25128892.15048905,17.039528863603053,0.16973039215686275,1.16733007310121,mecka,unknown,human_bimanual,right,0.0097
118,mecka__flagship__6919ce3de4a786d79354fefd,5,1,5,0.41544117647058826,-0.20604864135552248,138,True,2900.0,25.08553057219944,0.5093852957457264,49.24667198230544,3.9169443155380823,0.2595950041966137,2.5812638966017496,7.785450297159157,273.8545578726186,9856033.265695341,16.103594441382445,0.15010351966873706,0.7714540024233382,mecka,unknown,human_bimanual,right,0.0068
119,mecka__flagship__6919ce42a1e6f86518435620,5,2,5,0.5330882352941176,0.19288797564232243,44,False,2608.0,29.879418191948858,0.3564356864864597,83.82835761055009,4.4406298926814936,0.343836803129446,11.463502858643103,22.465342612853483,1131.248513237437,24859646.68814896,17.028756472110093,0.14927091327705294,1.0594745184097287,mecka,unknown,human_bimanual,right,0.0341
120,mecka__flagship__6919a4d7e7e9255d40a3c54e,5,3,5,0.5625,0.27956267855686545,9,False,3140.0,36.56402764802431,0.4182029509681531,87.43129995466896,4.482225978860336,0.34944913330383226,2.0856917819735696,7.216446866305194,270.3042519386026,8472595.329352077,15.952347552047819,0.07680050987890376,2.807869887929986,mecka,unknown,human_bimanual,right,0.0129
121,scale__2026-04-30-09-59-12-839544,6,1,1,0.011029411764705883,-1.4321913800980672,17,False,486.0,9.788466050014813,0.5376317358850304,18.20663736284352,2.955255915276081,0.6054721268050399,1.8525066414494884,7.134258571668552,304.9192039839082,132029.38880637893,11.790787393302502,0.002066115702479339,2.062215914052114,scale,flagship_bagging_groceries,human_bimanual,right,0.0
122,scale__2026-04-30-10-09-30-267651,6,2,1,0.014705882352941176,-1.4225414973652215,85,False,636.0,16.61848237070781,1.0572339285581906,15.71883187041809,2.8165357410064935,0.7851251513720224,2.4633923753953746,7.224365572260912,317.6884207345649,181715.0529552245,12.110200599162125,0.0,2.0130191740738472,scale,flagship_bagging_groceries,human_bimanual,right,0.0
