scope,n_clips_in_scope,target,ordering,n_steps,n_unique_clips,spearman,frac_nondecreasing,max_jump,max_abs_step,mean_abs_step,n_large_jumps,task_switch_rate,cluster_switch_rate,embodiment_switch_rate,source_switch_rate,mean_consecutive_dtw,max_consecutive_dtw,spearman_with_reviews,frac_nondecreasing_with_reviews,task_switch_rate_with_reviews,cluster_switch_rate_with_reviews,cluster_coverage,task_coverage,n_clips_to_target,distinct_clusters,frac_consecutive_near_duplicate,mean_pairwise_dtw,distinct_ratio
garments,131,7,Random subset (same size),3.0,3.0,-0.25,0.45,0.28602941176470587,0.4724264705882354,0.3821691176470588,0.7,0.35,0.35,0.2,0.35,0.8496913829595115,0.8995030612242685,,,,,0.24000000000000005,0.24000000000000005,2.1,1.2,0.0,1.8173965349542143,1.0
garments,131,7,Difficulty-sorted (same clips),3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.30330882352941174,1.0,0.5,0.5,0.0,0.5,0.8111116336811144,0.906981954664931,,,,,0.4,0.4,3.0,2.0,0.0,1.865527862623142,1.0
garments,131,7,Coreset prefix (same size),3.0,3.0,0.5,0.5,0.8051470588235294,0.8051470588235294,0.4742647058823529,1.0,1.0,1.0,0.5,1.0,0.9870375452241518,1.0,,,,,0.6,0.6,3.0,3.0,0.0,2.200617623386822,1.0
garments,131,118,Curriculum path,4.0,4.0,1.0,1.0,0.0625,0.0625,0.041666666666666664,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6663043025987427,0.9044303929988131,,,,,0.4,0.6,4.0,2.0,0.3333333333333333,1.8140794865469474,1.0
garments,131,118,Random order (same clips),4.0,4.0,0.019999999999999962,0.5,0.0625,0.09191176470588236,0.06017156862745099,0.0,0.6666666666666667,0.5333333333333333,0.4333333333333333,0.4333333333333333,0.7032700802895986,0.9904430392998813,,,,,0.32,0.38,2.5,1.6,0.33333333333333337,1.8140794865469474,1.0
garments,131,118,Random subset (same size),4.0,4.0,0.019999999999999976,0.4999999999999999,0.6411764705882352,0.7220588235294116,0.44424019607843135,1.3,0.6666666666666667,0.6,0.5333333333333333,0.6666666666666667,0.7816964547203016,0.9806651092111688,,,,,0.33999999999999997,0.4,2.8,1.7,0.06666666666666667,1.7684120112429664,1.0
garments,131,118,Difficulty-sorted (same clips),4.0,4.0,1.0,1.0,0.0625,0.0625,0.041666666666666664,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6663043025987427,0.9044303929988131,,,,,0.4,0.6,4.0,2.0,0.3333333333333333,1.8140794865469474,1.0
garments,131,118,Coreset prefix (same size),4.0,4.0,-0.39999999999999997,0.3333333333333333,0.8051470588235294,0.8860294117647058,0.6115196078431372,1.0,1.0,1.0,0.3333333333333333,1.0,0.9701283671013191,1.0,,,,,0.8,0.8,4.0,4.0,0.0,2.143588081160432,1.0
garments,131,11,Curriculum path,6.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.2104779411764706,1.0,0.25,0.25,0.0,0.25,0.6892601086592041,0.906981954664931,0.550782483869826,0.8,0.6,0.6,0.4,0.4,6.0,2.0,0.0,1.6859615945633017,0.8333333333333334
garments,131,11,Random order (same clips),5.0,5.0,0.1,0.525,0.6305147058823529,0.7488970588235293,0.3688419117647059,1.5,0.425,0.425,0.0,0.425,0.7862330938163433,0.9666073852875592,,,,,0.32,0.32,3.0,1.6,0.0,1.6859615945633017,1.0
garments,131,11,Random subset (same size),5.0,5.0,-0.09999999999999998,0.5,0.5099264705882354,0.63125,0.36544117647058827,1.3,0.525,0.475,0.4,0.525,0.8838644269177365,0.9641549931471133,,,,,0.32000000000000006,0.34,3.1,1.6,0.0,1.889370116982334,1.0
garments,131,11,Difficulty-sorted (same clips),5.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.2104779411764706,1.0,0.25,0.25,0.0,0.25,0.6892601086592041,0.906981954664931,,,,,0.4,0.4,5.0,2.0,0.0,1.6859615945633017,1.0
garments,131,11,Coreset prefix (same size),5.0,5.0,0.09999999999999999,0.5,0.8676470588235294,0.8860294117647058,0.6755514705882353,2.0,1.0,1.0,0.25,1.0,0.9684036469613908,1.0,,,,,0.8,0.8,5.0,4.0,0.0,2.091316744144682,1.0
garments,131,55,Curriculum path,4.0,4.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.25857843137254904,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7590931825033641,0.906981954664931,,,,,0.4,0.4,4.0,2.0,0.0,1.7864115859195013,1.0
garments,131,55,Random order (same clips),4.0,4.0,0.019999999999999962,0.5,0.6018382352941176,0.7154411764705882,0.4013480392156863,0.9,0.5333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.8424106446383994,0.9526474963737577,,,,,0.32,0.32,2.5,1.6,0.0,1.7864115859195013,1.0
garments,131,55,Random subset (same size),4.0,4.0,0.020000000000000028,0.4666666666666666,0.5077205882352941,0.5654411764705882,0.33688725490196075,1.1,0.6,0.5,0.4333333333333333,0.6,0.8837737033483988,0.9624515924787133,,,,,0.32,0.4,2.8,1.6,0.06666666666666667,1.9179272783779713,1.0
garments,131,55,Difficulty-sorted (same clips),4.0,4.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.25857843137254904,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7590931825033641,0.906981954664931,,,,,0.4,0.4,4.0,2.0,0.0,1.7864115859195013,1.0
garments,131,55,Coreset prefix (same size),4.0,4.0,-0.39999999999999997,0.3333333333333333,0.8051470588235294,0.8860294117647058,0.6115196078431372,1.0,1.0,1.0,0.3333333333333333,1.0,0.9701283671013191,1.0,,,,,0.8,0.8,4.0,4.0,0.0,2.143588081160432,1.0
garments,131,63,Curriculum path,4.0,4.0,1.0,1.0,0.33088235294117646,0.33088235294117646,0.19730392156862744,2.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.8391580214915816,0.9126342446409311,,,,,0.6,0.4,4.0,3.0,0.0,1.948975123234015,1.0
garments,131,63,Random order (same clips),4.0,4.0,0.019999999999999962,0.5,0.4507352941176471,0.5621323529411766,0.29007352941176473,0.9,0.4333333333333333,0.6666666666666667,0.0,0.4333333333333333,0.8614674224637537,0.9655626397769849,,,,,0.38,0.32,2.5,1.9,0.0,1.9489751232340147,1.0
garments,131,63,Random subset (same size),4.0,4.0,0.12,0.5,0.4974264705882353,0.5367647058823529,0.3480392156862745,1.3,0.6,0.5,0.4333333333333333,0.6,0.8677182746790081,0.9471885017642536,,,,,0.32,0.4,2.8,1.6,0.06666666666666667,1.877136755871333,1.0
garments,131,63,Difficulty-sorted (same clips),4.0,4.0,1.0,1.0,0.33088235294117646,0.33088235294117646,0.19730392156862744,2.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.8391580214915816,0.9126342446409311,,,,,0.6,0.4,4.0,3.0,0.0,1.948975123234015,1.0
garments,131,63,Coreset prefix (same size),4.0,4.0,-0.39999999999999997,0.3333333333333333,0.8051470588235294,0.8860294117647058,0.6115196078431372,1.0,1.0,1.0,0.3333333333333333,1.0,0.9701283671013191,1.0,,,,,0.8,0.8,4.0,4.0,0.0,2.143588081160432,1.0
garments,131,100,Curriculum path,9.0,8.0,1.0,1.0,0.08088235294117646,0.08088235294117646,0.05409663865546218,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.4513298007654793,0.9044303929988131,0.870300505105952,0.875,0.5,0.375,0.4,0.6,9.0,2.0,0.5,1.3610341984554637,0.8888888888888888
garments,131,100,Random order (same clips),8.0,8.0,-0.11190476190476188,0.45714285714285713,0.3018382352941177,0.343014705882353,0.19574579831932773,2.1,0.4714285714285714,0.21428571428571425,0.4714285714285714,0.4714285714285714,0.6280582351117192,1.0,,,,,0.28,0.30000000000000004,3.5,1.4,0.3857142857142857,1.3610341984554637,1.0
garments,131,100,Random subset (same size),8.0,8.0,-0.1690476190476191,0.5142857142857142,0.6319852941176471,0.7213235294117647,0.35435924369747895,2.6,0.5428571428571429,0.5,0.41428571428571426,0.5428571428571429,0.8211297476633558,0.983647555165178,,,,,0.42000000000000004,0.48,5.5,2.1,0.07142857142857142,1.809861918396996,1.0
garments,131,100,Difficulty-sorted (same clips),8.0,8.0,1.0,1.0,0.08088235294117646,0.08088235294117646,0.05409663865546218,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.4513298007654793,0.9044303929988131,,,,,0.4,0.6,8.0,2.0,0.7142857142857143,1.3610341984554637,1.0
garments,131,100,Coreset prefix (same size),8.0,8.0,-0.09523809523809526,0.42857142857142855,0.9632352941176471,0.9632352941176471,0.7846638655462185,3.0,1.0,1.0,0.14285714285714285,1.0,0.9798830499505014,1.0,,,,,1.0,1.0,8.0,5.0,0.0,2.0707783037998317,1.0
garments,131,106,Curriculum path,7.0,6.0,1.0,1.0,0.0625,0.0625,0.04485294117647059,0.0,0.4,0.2,0.2,0.2,0.5126404597909184,0.9044303929988131,0.7207499701564473,0.8333333333333334,0.6666666666666666,0.5,0.4,0.6,7.0,2.0,0.3333333333333333,1.5552086143123267,0.8571428571428571
garments,131,106,Random order (same clips),6.0,6.0,-0.1542857142857143,0.42000000000000004,0.13897058823529412,0.17389705882352943,0.09308823529411764,0.5,0.52,0.34,0.4,0.4,0.6399107658457692,0.9941513408152416,,,,,0.2800000000000001,0.36,3.0,1.4,0.36,1.555208614312327,1.0
garments,131,106,Random subset (same size),6.0,6.0,0.19999999999999998,0.4600000000000001,0.7018382352941177,0.7297794117647058,0.43125,2.0,0.74,0.6399999999999999,0.5599999999999999,0.72,0.8723515475541814,0.9830904641186896,,,,,0.34,0.4,3.3,1.7,0.04,1.8053439323278309,1.0
garments,131,106,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.0625,0.0625,0.04485294117647059,0.0,0.4,0.2,0.2,0.2,0.5126404597909184,0.9044303929988131,,,,,0.4,0.6,6.0,2.0,0.6,1.5552086143123267,1.0
garments,131,106,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,82,Curriculum path,2.0,2.0,0.9999999999999999,1.0,0.01838235294117647,0.01838235294117647,0.01838235294117647,0.0,1.0,1.0,0.0,0.0,0.8257388568398664,0.8257388568398664,,,,,0.4,0.4,2.0,2.0,0.0,1.7708649421371225,1.0
garments,131,82,Random order (same clips),2.0,2.0,0.19999999999999998,0.6,0.003676470588235294,0.018382352941176468,0.018382352941176468,0.0,1.0,1.0,0.0,0.0,0.8257388568398664,0.8257388568398664,,,,,0.32,0.32,1.6,1.6,0.0,1.7708649421371228,1.0
garments,131,82,Random subset (same size),2.0,2.0,-0.3999999999999999,0.3,-0.06985294117647059,0.5279411764705882,0.5279411764705882,0.3,1.0,0.6,0.4,1.0,0.9544288181013562,0.9544288181013562,,,,,0.26,0.34,1.7,1.3,0.0,2.0729655481836113,1.0
garments,131,82,Difficulty-sorted (same clips),2.0,2.0,0.9999999999999999,1.0,0.01838235294117647,0.01838235294117647,0.01838235294117647,0.0,1.0,1.0,0.0,0.0,0.8257388568398664,0.8257388568398664,,,,,0.4,0.4,2.0,2.0,0.0,1.7708649421371225,1.0
garments,131,82,Coreset prefix (same size),2.0,2.0,-0.9999999999999999,0.0,-0.14338235294117646,0.14338235294117646,0.14338235294117646,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.4,0.4,2.0,2.0,0.0,2.39424899419464,1.0
garments,131,45,Curriculum path,6.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.1957720588235294,1.0,0.25,0.25,0.0,0.25,0.7043009883235121,0.906981954664931,0.550782483869826,0.8,0.6,0.6,0.4,0.4,6.0,2.0,0.0,1.750850537118587,0.8333333333333334
garments,131,45,Random order (same clips),5.0,5.0,0.1,0.525,0.6246323529411765,0.7253676470588235,0.34531249999999997,1.1,0.425,0.425,0.0,0.425,0.8247221207632472,0.9648952447768842,,,,,0.32,0.32,3.0,1.6,0.0,1.750850537118587,1.0
garments,131,45,Random subset (same size),5.0,5.0,-0.13999999999999996,0.5,0.5029411764705881,0.6312499999999999,0.35367647058823526,1.0,0.525,0.475,0.4,0.525,0.8950154143671318,0.9668002241594914,,,,,0.32000000000000006,0.34,3.1,1.6,0.0,1.9044483103711798,1.0
garments,131,45,Difficulty-sorted (same clips),5.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.1957720588235294,1.0,0.25,0.25,0.0,0.25,0.7043009883235121,0.906981954664931,,,,,0.4,0.4,5.0,2.0,0.0,1.750850537118587,1.0
garments,131,45,Coreset prefix (same size),5.0,5.0,0.09999999999999999,0.5,0.8676470588235294,0.8860294117647058,0.6755514705882353,2.0,1.0,1.0,0.25,1.0,0.9684036469613908,1.0,,,,,0.8,0.8,5.0,4.0,0.0,2.091316744144682,1.0
garments,131,31,Curriculum path,6.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.22058823529411764,1.0,0.25,0.25,0.0,0.25,0.7459057922916841,0.906981954664931,0.550782483869826,0.8,0.6,0.6,0.4,0.4,6.0,2.0,0.0,1.7912734597336022,0.8333333333333334
garments,131,31,Random order (same clips),5.0,5.0,0.1,0.525,0.6345588235294117,0.7650735294117647,0.38501838235294117,1.5,0.425,0.425,0.0,0.425,0.8379600144757072,0.9696284433597759,,,,,0.32,0.32,3.0,1.6,0.0,1.7912734597336022,1.0
garments,131,31,Random subset (same size),5.0,5.0,-0.06999999999999998,0.5,0.5128676470588236,0.6433823529411765,0.36865808823529406,1.1,0.525,0.475,0.4,0.525,0.9025662020190269,0.9625457912754272,,,,,0.32000000000000006,0.34,3.1,1.6,0.0,1.9278478917942041,1.0
garments,131,31,Difficulty-sorted (same clips),5.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.22058823529411764,1.0,0.25,0.25,0.0,0.25,0.7459057922916841,0.906981954664931,,,,,0.4,0.4,5.0,2.0,0.0,1.7912734597336022,1.0
garments,131,31,Coreset prefix (same size),5.0,5.0,0.09999999999999999,0.5,0.8676470588235294,0.8860294117647058,0.6755514705882353,2.0,1.0,1.0,0.25,1.0,0.9684036469613908,1.0,,,,,0.8,0.8,5.0,4.0,0.0,2.091316744144682,1.0
garments,131,65,Curriculum path,3.0,3.0,1.0,1.0,0.33088235294117646,0.33088235294117646,0.2922794117647059,2.0,0.5,1.0,0.0,0.5,0.9050505300159495,0.9126342446409311,,,,,0.6,0.4,3.0,3.0,0.0,1.9705575857840012,1.0
garments,131,65,Random order (same clips),3.0,3.0,-0.1,0.4,0.3330882352941177,0.5338235294117648,0.40919117647058834,0.8,0.7,1.0,0.0,0.7,0.9216144450878977,0.9396951030848424,,,,,0.36000000000000004,0.32,1.8,1.8,0.0,1.970557585784001,1.0
garments,131,65,Random subset (same size),3.0,3.0,-0.25,0.45,0.24264705882352944,0.44338235294117645,0.3463235294117647,0.6,0.35,0.35,0.2,0.35,0.8785597888533354,0.9075072335123455,,,,,0.24000000000000005,0.24000000000000005,2.1,1.2,0.0,1.8658837134705144,1.0
garments,131,65,Difficulty-sorted (same clips),3.0,3.0,1.0,1.0,0.33088235294117646,0.33088235294117646,0.2922794117647059,2.0,0.5,1.0,0.0,0.5,0.9050505300159495,0.9126342446409311,,,,,0.6,0.4,3.0,3.0,0.0,1.9705575857840012,1.0
garments,131,65,Coreset prefix (same size),3.0,3.0,0.5,0.5,0.8051470588235294,0.8051470588235294,0.4742647058823529,1.0,1.0,1.0,0.5,1.0,0.9870375452241518,1.0,,,,,0.6,0.6,3.0,3.0,0.0,2.200617623386822,1.0
garments,131,52,Curriculum path,3.0,3.0,1.0,1.0,0.4264705882352941,0.4264705882352941,0.3786764705882353,2.0,0.5,1.0,0.0,0.5,0.9027360420951365,0.9126342446409311,,,,,0.6,0.4,3.0,3.0,0.0,1.9915713887011792,1.0
garments,131,52,Random order (same clips),3.0,3.0,-0.1,0.4,0.42132352941176465,0.6911764705882353,0.5301470588235293,0.8,0.7,1.0,0.0,0.7,0.933835606005964,0.9669148104259504,,,,,0.36000000000000004,0.32,1.8,1.8,0.0,1.991571388701179,1.0
garments,131,52,Random subset (same size),3.0,3.0,-0.45,0.35,0.19595588235294117,0.38345588235294115,0.2955882352941176,0.4,0.35,0.35,0.2,0.35,0.8759520990288128,0.9126399653055268,,,,,0.24000000000000005,0.24000000000000005,2.1,1.2,0.0,1.8678057367999454,1.0
garments,131,52,Difficulty-sorted (same clips),3.0,3.0,1.0,1.0,0.4264705882352941,0.4264705882352941,0.3786764705882353,2.0,0.5,1.0,0.0,0.5,0.9027360420951365,0.9126342446409311,,,,,0.6,0.4,3.0,3.0,0.0,1.9915713887011792,1.0
garments,131,52,Coreset prefix (same size),3.0,3.0,0.5,0.5,0.8051470588235294,0.8051470588235294,0.4742647058823529,1.0,1.0,1.0,0.5,1.0,0.9870375452241518,1.0,,,,,0.6,0.6,3.0,3.0,0.0,2.200617623386822,1.0
garments,131,94,Curriculum path,11.0,9.0,1.0,1.0,0.08823529411764708,0.08823529411764708,0.05514705882352941,0.0,0.25,0.125,0.125,0.125,0.4282290697231066,0.9044303929988131,0.587180674734059,0.8,0.6,0.5,0.4,0.6,11.0,2.0,0.4,1.3444453713975735,0.8181818181818182
garments,131,94,Random order (same clips),9.0,9.0,0.08166666666666667,0.5,0.36360294117647063,0.4014705882352942,0.2024356617647059,2.6,0.4375,0.2375,0.4125,0.4125,0.6176434466343232,1.0,,,,,0.34,0.44000000000000006,5.6,1.7,0.325,1.3444453713975733,1.0
garments,131,94,Random subset (same size),9.0,9.0,-0.22166666666666668,0.45,0.6566176470588235,0.8216911764705882,0.3317555147058823,2.4,0.5,0.425,0.4,0.5,0.7993877160426063,0.9614529588956318,,,,,0.36,0.42000000000000004,4.8,1.8,0.1125,1.7538465385799626,1.0
garments,131,94,Difficulty-sorted (same clips),9.0,9.0,1.0,1.0,0.08823529411764708,0.08823529411764708,0.05514705882352941,0.0,0.25,0.125,0.125,0.125,0.4282290697231066,0.9044303929988131,,,,,0.4,0.6,9.0,2.0,0.75,1.3444453713975735,1.0
garments,131,94,Coreset prefix (same size),9.0,9.0,0.03333333333333333,0.5,0.9632352941176471,0.9632352941176471,0.7573529411764706,4.0,1.0,1.0,0.125,1.0,0.9796479648329901,1.0,,,,,1.0,1.0,9.0,5.0,0.0,2.0563738321441205,1.0
garments,131,76,Curriculum path,3.0,3.0,1.0,1.0,0.6948529411764706,0.6948529411764706,0.39705882352941174,1.0,0.5,0.5,0.0,0.5,0.8257253914071446,0.9229122976357239,,,,,0.4,0.4,3.0,2.0,0.0,1.8879380470475453,1.0
garments,131,76,Random order (same clips),3.0,3.0,-0.1,0.4,0.5261029411764706,0.7742647058823529,0.5558823529411764,0.7,0.7,0.7,0.0,0.7,0.891249749574043,0.9762114889866573,,,,,0.3,0.3,1.8,1.5,0.0,1.8879380470475453,1.0
garments,131,76,Random subset (same size),3.0,3.0,-0.25,0.35,0.20735294117647057,0.3889705882352941,0.28547794117647063,0.4,0.35,0.35,0.2,0.35,0.8823959323318631,0.9176088504141646,,,,,0.24000000000000005,0.24000000000000005,2.1,1.2,0.0,1.883627977219857,1.0
garments,131,76,Difficulty-sorted (same clips),3.0,3.0,1.0,1.0,0.6948529411764706,0.6948529411764706,0.39705882352941174,1.0,0.5,0.5,0.0,0.5,0.8257253914071446,0.9229122976357239,,,,,0.4,0.4,3.0,2.0,0.0,1.8879380470475453,1.0
garments,131,76,Coreset prefix (same size),3.0,3.0,0.5,0.5,0.8051470588235294,0.8051470588235294,0.4742647058823529,1.0,1.0,1.0,0.5,1.0,0.9870375452241518,1.0,,,,,0.6,0.6,3.0,3.0,0.0,2.200617623386822,1.0
garments,131,103,Curriculum path,7.0,6.0,1.0,1.0,0.10294117647058826,0.10294117647058826,0.05808823529411765,0.0,0.4,0.2,0.2,0.2,0.5259564109143591,0.9044303929988131,0.7207499701564473,0.8333333333333334,0.6666666666666666,0.5,0.4,0.6,7.0,2.0,0.3333333333333333,1.5551632945341163,0.8571428571428571
garments,131,103,Random order (same clips),6.0,6.0,-0.1542857142857143,0.42000000000000004,0.16875,0.21029411764705883,0.11397058823529413,0.7,0.52,0.34,0.4,0.4,0.6412132272837677,0.9947743711823497,,,,,0.2800000000000001,0.36,3.0,1.4,0.30000000000000004,1.5551632945341163,1.0
garments,131,103,Random subset (same size),6.0,6.0,0.21714285714285714,0.4800000000000001,0.6849264705882353,0.7099264705882353,0.4172794117647058,2.0,0.74,0.6399999999999999,0.5599999999999999,0.72,0.8688252027333212,0.982853698062935,,,,,0.34,0.4,3.3,1.7,0.08,1.797898111094105,1.0
garments,131,103,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.10294117647058826,0.10294117647058826,0.05808823529411765,0.0,0.4,0.2,0.2,0.2,0.5259564109143591,0.9044303929988131,,,,,0.4,0.6,6.0,2.0,0.6,1.5551632945341163,1.0
garments,131,103,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,17,Curriculum path,6.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.18474264705882354,1.0,0.25,0.25,0.0,0.25,0.7476476150269984,0.906981954664931,0.550782483869826,0.8,0.6,0.6,0.4,0.4,6.0,2.0,0.0,1.777865758139836,0.8333333333333334
garments,131,17,Random order (same clips),5.0,5.0,0.1,0.525,0.5941176470588235,0.6860294117647059,0.33253676470588234,0.9,0.425,0.425,0.0,0.425,0.8263550801250125,0.9783817087244511,,,,,0.32,0.32,3.0,1.6,0.0,1.777865758139836,1.0
garments,131,17,Random subset (same size),5.0,5.0,-0.15999999999999998,0.475,0.4996323529411765,0.6099264705882353,0.3451286764705882,1.1,0.525,0.475,0.4,0.525,0.8898909863390475,0.9600062144911188,,,,,0.32000000000000006,0.34,3.1,1.6,0.0,1.897699270137472,1.0
garments,131,17,Difficulty-sorted (same clips),5.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.18474264705882354,1.0,0.25,0.25,0.0,0.25,0.7476476150269984,0.906981954664931,,,,,0.4,0.4,5.0,2.0,0.0,1.777865758139836,1.0
garments,131,17,Coreset prefix (same size),5.0,5.0,0.09999999999999999,0.5,0.8676470588235294,0.8860294117647058,0.6755514705882353,2.0,1.0,1.0,0.25,1.0,0.9684036469613908,1.0,,,,,0.8,0.8,5.0,4.0,0.0,2.091316744144682,1.0
garments,131,92,Curriculum path,8.0,7.0,1.0,1.0,0.0625,0.0625,0.04779411764705882,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.48206306007116556,0.9044303929988131,0.8143858581010162,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.4,0.6,8.0,2.0,0.42857142857142855,1.4686176465173777,0.875
garments,131,92,Random order (same clips),7.0,7.0,0.039285714285714285,0.4499999999999999,0.2172794117647059,0.2375,0.14227941176470588,1.8,0.5,0.25,0.4833333333333333,0.4833333333333333,0.6578422711877938,1.0,,,,,0.28,0.38,3.5,1.4,0.23333333333333334,1.468617646517378,1.0
garments,131,92,Random subset (same size),7.0,7.0,0.1142857142857143,0.4666666666666666,0.6775735294117647,0.7180147058823529,0.4261642156862745,2.3,0.6333333333333334,0.6,0.4666666666666666,0.6333333333333334,0.889859882028809,0.9837078970063269,,,,,0.38,0.45999999999999996,4.8,1.9,0.0,1.838165128444873,1.0
garments,131,92,Difficulty-sorted (same clips),7.0,7.0,1.0,1.0,0.0625,0.0625,0.04779411764705882,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.48206306007116556,0.9044303929988131,,,,,0.4,0.6,7.0,2.0,0.6666666666666666,1.4686176465173777,1.0
garments,131,92,Coreset prefix (same size),7.0,7.0,0.14285714285714288,0.5,0.9632352941176471,0.9632352941176471,0.7604166666666666,3.0,1.0,1.0,0.16666666666666666,1.0,0.9765302249422515,1.0,,,,,1.0,0.8,7.0,5.0,0.0,2.08644478217572,1.0
garments,131,108,Curriculum path,7.0,6.0,0.942857142857143,0.8,0.12132352941176472,0.12132352941176472,0.04632352941176471,0.0,0.4,0.2,0.2,0.2,0.5362824069284879,0.9044303929988131,0.6847124716486249,0.6666666666666666,0.6666666666666666,0.5,0.4,0.6,7.0,2.0,0.3333333333333333,1.5853258973301856,0.8571428571428571
garments,131,108,Random order (same clips),6.0,6.0,-0.2,0.44000000000000006,0.14669117647058824,0.17169117647058826,0.08669117647058824,0.7,0.52,0.34,0.4,0.4,0.6580511251750006,0.995556482738792,,,,,0.2800000000000001,0.36,3.0,1.4,0.38,1.5853258973301858,1.0
garments,131,108,Random subset (same size),6.0,6.0,0.15999999999999998,0.4600000000000001,0.7040441176470589,0.7319852941176471,0.43492647058823525,2.1,0.74,0.6399999999999999,0.5599999999999999,0.72,0.8742093337170648,0.9825972192466119,,,,,0.34,0.4,3.3,1.7,0.04,1.8078070280412883,1.0
garments,131,108,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.11397058823529413,0.11397058823529413,0.04338235294117647,0.0,0.4,0.2,0.2,0.2,0.5745999471783443,0.9577147862146868,,,,,0.4,0.6,6.0,2.0,0.4,1.5853258973301856,1.0
garments,131,108,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,0,Curriculum path,7.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18823529411764706,1.0,0.2,0.2,0.0,0.2,0.6979871032856277,0.906981954664931,0.7207499701564473,0.8333333333333334,0.5,0.5,0.4,0.4,7.0,2.0,0.0,1.7210046172151001,0.8571428571428571
garments,131,0,Random order (same clips),6.0,6.0,-0.1542857142857143,0.42000000000000004,0.5900735294117647,0.8029411764705883,0.3403676470588235,1.4,0.34,0.34,0.0,0.34,0.7901600833214187,0.9716908583164742,,,,,0.2800000000000001,0.2800000000000001,3.0,1.4,0.0,1.7210046172151003,1.0
garments,131,0,Random subset (same size),6.0,6.0,0.21142857142857138,0.52,0.6547794117647059,0.7058823529411764,0.3747058823529411,2.0,0.62,0.56,0.4,0.62,0.8805507710613785,0.9814416290502752,,,,,0.34,0.4,3.3,1.7,0.02,1.8824332175177247,1.0
garments,131,0,Difficulty-sorted (same clips),6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18823529411764706,1.0,0.2,0.2,0.0,0.2,0.6979871032856277,0.906981954664931,,,,,0.4,0.4,6.0,2.0,0.0,1.7210046172151001,1.0
garments,131,0,Coreset prefix (same size),6.0,6.0,-0.3714285714285715,0.4,0.8676470588235294,0.8970588235294118,0.7198529411764706,2.0,1.0,1.0,0.2,1.0,0.9736251154134397,1.0,,,,,1.0,0.8,6.0,5.0,0.0,2.1103389116523013,1.0
garments,131,38,Curriculum path,7.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.1786764705882353,1.0,0.2,0.2,0.0,0.2,0.6918829664669124,0.906981954664931,0.7207499701564473,0.8333333333333334,0.5,0.5,0.4,0.4,7.0,2.0,0.0,1.6920961718212233,0.8571428571428571
